review;label
bagus banget dengerin musik tidur lagu nya lengkap;1
pusing gw sama versi yg sekarang udah denger lagunya pakai acak terus gk bisa skip skip very bad sorry gw kecewa bngt sama versi yg sekarang terus cuma bisa dengerin cuplikan very bad mendingan joox aja;0
aplikasi streaming musik terbaik sejauh suara bagus lagu lengkap kurang adanya lirik lagu berharap semoga depannya spotify mau menambahkan lirik semua lagu;1
sekelas pemutar musik kadang tidak responsif youtube notabene pemutar video pause sendiri tengah jalan butuh bandwith lebih gede youtube;0
kalo mau dipremiumin suka aneh gtu drspotify nyaapdhl pulsa udackp jaringan udabgs tp suka dpt bacaan tanda merah gtu drspotify yg disaranin nominalnyaatpskrg udabsa dipremiumin hehev;0
mencari musik penyanyi lagu apa bisa ada;1
woi playlistnya lah gua gak mau dibawahnya ada tulisan mungkin kamu menyukai kan gua jadinya nggak bisa milih lagu mau gua dengerin tolong dong biar gua bisa milih lagu gua teratur gua nggak mau shuffle kgk enak bener dah;0
terlalu banyak iklan sekedar mau mendengar musik mau upgrade premium pakai kartu kredit trus gimana kalo belum punya kartu kredit tidak ada opsi pembayaran;0
hrs diputar suffle sih jdi gk bisa dengerin musik sesuai yg mau tpi waktu awal download gk tiba2 2 minggu an lahpengaturannya dh ganti tolong diperbaiki sistem nya;0
ada beberapa perangkat yg belum bisa menikmati lirik mohon segera update;0
minggu pertama ciamik putar lagu tanpa iklan sejak shuffle aktif mulai buat gak nyaman banyak iklan emang apk iki maksa buat bayar paket premium dkk yg ujungujungnya bayar;0
aplikasinya maksa bangetawal download bisa bebas pilih lagusetelah sekian lama malah jadi shuffle maksa banget buat upgrade peremiumpremiumnya limited waktunya buang buang duittolong perbaiki;0
bagozz sempurna ditinkatkan sedikit mungkin tambahkan beberapa lagu;1
sangat bagus sedikit lama memutar satu lagu;0
kalau udh d download kok g ada d apk music sih;0
aplikasi sportys membantu banget buat aku seemuuanya pokokknya is the best lah;1
cocok selera musik kasih genre tersedia aplikasi musik simple gak ribet buat milih seriap genre musik aplikasi terimakasih;1
semua lagu ada disini jadi lebih enak dengarkan lagu hits;1
kasih bintang 4 karna aplikasi nya sangat bagus lagunya bnyk terpaksa uninstal karna kadang2 lagu yg putar tiba2 mati keluar sendirimohon perbaiki beberapa kekurangannya;0
bagus fiktur liriknya belum ada tidak muncul;0
sangat suka musik yg vintage spotify punya semua keep up the good work guys;1
good lengkap banget semua lagu sy suka ada;1
awal donlod spotify enak banget didenger bisa ofline tiba2 waktu buka berubah memutar mode suffle terus tiap muter lagu cuma bisa 5 detik gimana sih apa beralih premium bikin kesel aja deh;0
berharap banyak menemukan musik easy listening;1
kurang liriknya aja sihsoalnya kan kalo mau nyanyi ga tau lirik ga asik;0
mantap parah nih aplikasi kasih bintang 5 dulu kalo update lebih joss tambahin bintangnya;1
iklan sih aja makin sering lama mulai menimbang lg utk berpindah aplikasi kayaknya bukannya tidak mau upgrade premium dengar musik intensitas iklan yg rendah;0
bagus bangat aplikasi spotify klu digratiskan aja selama nyathanks;1
nggak enak banget muternya shuffle kaya percuma ada app music hmm;0
kualitas suaranya oke banget musiknya bervariasi semua genre ada trus banyak podcast pengajian banyak ulamaini membedakan aplikasi streaming lainya;1
siap menemani waktu suntuk pokoknya ok punya deh;1
denger musik nya sering mainkan pertengahan tidak full bingung kej koleksi musik kayak ada gambar pas denger lagu nya yg kasihmalah pas sesi pertengahanya aj musik nya gk full pliss y perbaiki cara nya please;0
aku pake aplikasi aplikasi musik yg satunya diputar shuffle makanya download app eh malah lebih parah udah dibikinin playlist tetap aja mutar lagu kan sebel;0
sampah kali ganti lagu volume suaranya jadi membesar;0
musiknya bagus2 gk repot donlot banyak pilihan lagunya jg;1
semoga kau gk kya aplikasi sebelahbanyak vipy btw satu bintangy nyusul kalau udah ada liriknya;0
spotify wajib kalian donwload karna lagu nya menarik banget semua bisa dapatkan sini;1
terimakasih spotify aplikasi bisa lebih update lagu brazil favorit aplikasi sangat sangat bermanfaat lagu kamu cari ada disini semua sangat suka aplikasi sekali terimakasih banyak;1
gak bisa mendengarkan lagu awal awal pas download bisa bahkan sangat menikmati kok sekarang gak bisa gimana nih;0
bagus bgt aplikasinyaaaaa aku suka bngt jadi kalo aku mau cari lagu gk aku punya gk usah you tube deh pokonya gk bakal nyesel deh download aplikasi d;1
permisi emang kalo premiumnya abis tetus beli premiumnya lagunya bakal ilang kagi download ulang tolong perbaiki tidak memakan waktu kuota sekian;0
koleksi lagulagunya lengkap terutama christian gospel music nya;1
ni app kurang bagus emang lagu nya banyak si jadi premium dlu baru bisa diputer;1
bagus kalau bisa lebih murah yg premiumnya;0
1kenapa volumenya selalu gk mulus lagu mesti ngalami volume mengecil sebentar trus normal 2kenapa pemutaran lagu gk bisa berurutan lompat lompat dr pilihan lagu yg aku sukai;0
ko gak ada sih lirik nya padahala aku maunya dengerin musik liat lirik trus kok pake bayar sgala sih kan dah pake data kok bayar;0
tolong donk iklan nya kurangi aq mau lagu ap yg muncul ap kurang sesuang yg mau tpi y lmyan lah;0
memutar musik ratarata musiknya berhenti sendiri detik 9 otomatis refresh ulang lagu nya bisa diputar tolong diperbaiki aplikasinya terima kasih;0
kadan2 ngeselin kadang2 terhibur anehnya knp mau putar lagu shuffle kok ga bisa tolong diperbaiki sufflenya yaaaa;0
kecewa beratttt ko aplikasi jadi giniiii putar shuffle apaann gabisa puter padahal asal nya ngga giniii padahal tadi nya udah aeneng banget sama aplikasi sekarang kecewa pisan;0
fix kelainanspotify musik gua sering macet putar google home bahkan lebih parahnya gak bisa diputar sama sskali padahl udah pakai yg premium buruk asli;0
semuaa ada dsinu enak banget sih beberapa auto gak bisa puter acak adul dn move premium kalo mau dngerin yg 3menit kaya sebelumnya tpi kereeenn bangett apk y gk susah2 download cuma lyric y gak ad kurangnya aja sih wkwkwk;1
putar lagu spotify selingan siang hari;1
luar biasa sangat memberikan pengalaman spektakuler;1
semoga lebih ditingkatkan perfomanya terima kasih;1
maaf kalo aku baru kasi bintang duaapk nya lumayan keren update gak pake koneksi internetdan kalo buat lagu kok gak lagu nga jugak kenak ubah cuma judulnyapliiiiiisssss update;0
aku suka aplikasinya satu pertanyaanku gimana caranya masukin lagu spotify soalnya aku pengguna baru hi;1
bagus banget spotify makasih sukses terus;1
nggak bisa stel full selalu cuplikan kesallll;0
rekomemdasi banget semua genre lagu tersedia;1
aplikasih yg lumayan bagus tolong tambahkan penganturan mengunduh musik yg unduh bisa putar offline bintang aku kasi 4 bintang sekian trimakasi;1
katanya bisa d dowload tpi kok gk bisa udh gw liat tutorial ny d youtube tetap gk bisa kata d dowload aj gk ad udh 2 buah gw pasang apk sma lite ny tetap aj gk bisa d dowload t tolong bantuan ny;0
ga nyesel download aplikasi iniqt dpt menikmati lagu full lagu boyband kesayangan ada isiya walaupun blm langganan tp sangat puas dgn aplikasi;1
lagunya enak belum tahu judulnya sekarang tahu putar berulang ulang;1
kok muter lagunya acak bangsad dulu gk gini eh tiba2 si anjing buka langsung gini kalo gk niat bikin aplikasi yg gk usah bikin pepeq anjing lu;0
kasih pilihan berbayar menghilangkan iklan tidak ada batasan skip bayar sekali mahal tidak apa apa asal cuma sekali bayar fitur premium tidak terbuka tidak apa apa;0
bintang 3 dulu yaasaya mau tanya knp stiap denger trus tiba lagunya suka matitolong ksihh tau dong gmn silusinya;0
enak hemat paket data cocok buat kuota dikit;1
suffle padahal versi sebelumnya bisa memutar lagu sesuai pilihan versi sebelumnya jadi tidak leluasa memilih lagu kesel ihh;0
aplikasi gak bermutumasa baru masuk tiba tiba keluar gak jelas bangettolong dong perbaikin ajg jangan cuman mau ambil keuntungan;1
menghibur kala sedih penyemangat kala kehilangan gairah;0
bagus sitapi trgnggu sama fitur putar acak ny;0
visualisasi canvas aku kok gabisa aktivasi off sendiri gimana mohon bantuannya spotify;0
bagus aku suka keren bisa dengerin lagu yg suka;1
sangat tidak nyaman mengganti nama akun sampe sekarang kesulitan belum lagu lagunya acak tidak sesuai apa cari spotify so annoying;0
sip deep field equalizer vivo otomatis nyala dulu kalau ganti lagu equalizernya mati jadi dinyalain manual sekarang tinggal nyalain gontaganti lagu equalizer tetap menyala well done;1
lagulagu spotify lengkap2 jadi suka denger lagu sini tp gara2 sistem suffle jadi gak bisa muter lagu yg sy mau udh gitu waktu buat playlistnya malah keputer lagu;1
aku suka sportify pilihan lagunya lengkaaap;1
putarnya acak aku kurang suka aku lebih senang nikmati satu album lagu berurutan bukan putaran acak payahhh;1
sporttify emang yahut cocok tua mudabanyak pilihan lagu ga salah pilih deh;1
mohon maaf pas tekan titik 3 dipojok kanan atas kok langsung macet jadi matiin hpbiar normal pdhal aplikasi lancar aja tuh;1
persulit membeli paket premium pencet ga ada respon tolong ada update lah tolong kesusahan membeli paket gmn sih spotify;0
pokoknya aplikasi ni sangat bagus kalo buat dengarin musik suaranya jg jernih pokonya ga rugi download aplikasi ni;1
repost insta story tidak ada tulisan play with spotify diatas diperbaiki jadi 5 bintang kok;1
sangat bagussmoga terus permudah aplikasi;1
pengalaman tidak ada kebijakan varisa aja segala virus dibuang;0
gampang milih lagunya lengkap semua nya ada keren lah pokoknya;1
lengkap banyak kategori musik terbaru spotify menyetel equalizer pas masingmasing lagu genre;1
jelek banget najis nyari lagu apa keluar apa goblok;0
mending pake apk sebelah deh udah ngga ada tangga lagu nya musti bayar jd premium lagu yg udh diputar ngga bisa diputar lg kalau lg offline im sorry 2 bintang udh cukup bagus kasih;0
lagu yg perlu dengar ada sini semua keren paling saran jangan lupa selalu update lagu terlebih suka selalu cari genre rohani kristen gospel gitu mantab;1
sangat mengecewakan 7 hari pemakaian sih memang ga ada iklanshuffle ujungujungnya bisnis pengen dengerin lagu yg gua pengenin ga sesuai ribet dah;0
sya mau ksh bintang 1 dlu sya mau menanyakan onlineoffline;0
mengetahui kebutuhan pelanggannya like this;1
4 dulu min soalnya lagu nias kurang lengkap terus lagu nya sering tiba2 berhenti bisa perbaiki kan;0
bagus sayang pas mau lewat cuma bisa 6x;1
jengkel aku nich mau muter lagu ap yg keluar apd perbaiki ngapa biar sesuai dgn ap yg pengen kt dengern bisa d geser buwat gnati eh tiba mau d geser bwat pindah lagu gk bisa lagihick bikin sensi aj;0
kualitas pemutarnya bagusnamun bisa terhubung musixmatch menampilkan lirik berlangganan terlebih;1
update malah gak bisa dipake buat muter lagu sesuai keinginan cuma dikasih cuplikannya tidak bisa memutar lagu habis mohon segera diperbaiki;0
mantap benar benar bagus meningkatkan kualitas hidup manusia galau hehehe;1
katanya bisa nonton offline mana masa data gua matiin musik mati mesti langganan dulu pake premium aflikasi apa coba puak;1
bego sekarang kasih iklan pas puter lagu lu kira radio dibikin tambah begok gk bisa pindah lagu bego lu yg bikin kaya gitu nih gua mau uninstall aja aplikasi yg sekarang jdi bego;0
bagus sih kak kalau bisa equalizernya kak terlalu ngebass banget sih jadi kurang stabil mid low high suwun;0
jalan ndak ada temen buka spotify bersenandung tak terasa sdh tujuan;1
aplikasi musik yg bagus bisa dengerin lagu favorit kl lg kesal menunggu;0
aplikasi yg bagus support google speaker jg top;1
pokoknya kreensimple mudah menjanjikan yg terbaik dr hasil hunting salute;1
aplikasi sangat bagus keren pokok nya the best dehhhh;1
bagus sh sayangnya ngga bisa downlod offline biar bisa save memori;1
senang aplikasi ada tidak sukai contoh adanya iklan memberi jeda musik putar;1
mau coba spotify premium klik alihkan premium selalu halaman home padahal update aplikasi tolong diperbaiki;0
kasih pilihan hentikan langganan biar praktis gak ribet;0
kurang satu lagunya tidak bisa diputar acak;0
top lh aplikasi nya semoga depan nya makin mantap;1
premium lagunya gak bisa dibuka;0
masa dj pamer bojo gak ada tolong yg punya aplikasi nya benarin dulu perbarui mas mbak;0
bagus bangetsya puas aplikasi inikalau ada sya kasih bintang 10semua lagu yg sukai ada disinipokoknya the best;1
maksudnya gimana yh mau premium pakai pulsa pulsa ada 65rb mau yg perbulan 54900 an ehh pas coba ketx pulsa tdk cukup gimna solusinya;0
mutar mencari lagu yg diinginkan mode shuffle kebanyakan lagu yg inginkanmalah tdk ada mode tersebut yg membuat aplikasi sangat� menyebalkan;0
sejauh cukup puas pengalaman musik diberikan premium kurang lebih sepadan punya saran sistem similar song ditingkatkan pembuatan playlist;1
aku sangat menyukai sporty pertama kali mendownload nya aku bisa mengetahui berbagai macam musik kpop aku bisa mebuat album lagu kesayangan ku pokoknya terimakasih sporty;1
bagus banget lagu nya aku kasih bintang lima;1
spotify tepat belum terdapat liriknya apl temen tersedia lirik padahal update bisa;0
awalnya sih bagus banyak pembaruan semoga pembaruan kali lebih bagus;1
aplikasinya bagus lagunya gak ada lirik tolong perbaiki terimakasih;1
app musik yg paling oke yg penah coba pokoe goods bangets;1
so far selama pemakaian 3taun si suka bgt keren dehh;1
30 menit tanpa iklan hoax 5 menit suda iklan;0
kualitasnya suara bgs n tmbh lg lagu yg lawas n updatethanks;1
keseringan error update rubah premium tetap aja error pindah satunya aja kalau kayak gini terus;0
hampir semua lagu suka ada spotity;1
memang bagus gimana matiin cara shuffle;1
aplikasi sangat bagus menghibur terima kasih;1
auto uinstall pindah ytmusic kecewa ada mode acak tidak bisa dengar musik sesuai keinginan mau dengar musik a nyala musik b kan gak jelass asuu aku uinstal kirim komentar;0
kesel sih padahal udh upgrade akun premium tpi pas buka lg tiba rubah akun gratis trs pas mau daftar premium lg pembayaran gagal terus;0
sangat puas bisa mendengarkan musik tanpa iklan apknya hemat kuota trimakasih spotify smoga semakin maju;1
ganti hp mesti download ulang smua lagunya padahal data mash utuh kartu memory boros kuota bngt;0
tolong fitur shuffle dihapuskan sangat terganggu ada putar shuffle nyaman2 sekarang sangat tidak puas;0
gak simplemau pilih lagu yg sukamalah nongol penyanyi;1
sportify yah kalo play lagu detik 9 berenti trus udah ga bisa play;0
enak aja makenya udh biasa sama iklan;1
kalau ada tambahan lirik lagu lagu hits tambah mantab denger nyanyi nyanyi;1
bisa memutar lagu shuffle sajapadahal dulu tidak;0
makin update malah makin buruk aja jadi banyak bug nya buat share lagu aja ga bisa stuck screenhang mulu bikin kesel jadinya;0
semenjak memakai spotify bamyak menukan berbagai musik yg tadi nya gak pernah denger;1
lumayan tolong sedikit meringankan pengguna bisakah mengunduh lagu tanpa mengakses premium;1
aplikasi anti bajakan terima kasih mengajarkan bisa menghargai karya orang;1
tolong tampilkan liriknya biar bisa karaokean nnti full bintangnya;0
pertamakali langsung paham menegenai aplikasi;1
aku mau tanya emang spotify app gak jelaskalau aku sih spotify memang app kesukaan aku aku sering dengar lagu entah apa merasuki mu hehehe terima kasih buat spotify;1
keterangan bsa download lagu tp ga bisa d download hrs selalu connect internet trus baru bisa bagus joox;1
gak bisa putar lau diinginkan selalu acak mau putar lagu apa malah keputar lagu apa gak jelas banget nih aplikasi gimana mohon perbaiki;0
suka banget sama playlist yg buatkan khusus;1
musik nya lengkap nyari lagu nya gampang;1
kerenkoleksi lagunya melimpahmantap thanks spotify;1
suka suka sukaaa tapiii musik playlist nya 6 lagu doang kalo skip tolong aku kadang gak nyaman deh bagus bet kok;1
keluar aplikasi lagunya mati terus ngulang lgi lagunya dri awal;0
shuffle ku dah seneng banget padahal sama apk satu knp kudu kekgitu ah kecewa perbaiki atuh min;0
najis anjing apa apa berlangganan gamau rugi orangnya tolol kesel gua anjing;0
aplikasinya seru masasetelah donload aplikasinya pakai paket menghidupkan musiknya ternyata waktu belum mingistal dibuat offline makanya kasih satu bintang;0
ternyata enteng bgt aplikasi nya no lag lag club lengkap smua musik ada i like it;1
nicesemua musik yg cari semuanya ada fitur2 nya semuanya bagus;1
download ajalah bagus kok online ok kisanak tambah bagus kalau ditunjang hape lu bagus gausah lu review jelek kalau ada masalahnya hape lu kasian tau bikin ni apk;1
mau premium student bayar via pulsa ko ga ada awalnya ada trs pas udah isi plsa jadi ga ada premium bayar via pulsa;0
kecewa spotify aktifkan premium lagu yg cari tidak bisa diputar diputar lewat shuffle ada aja iklannya mohon penjelasannya pihak spotify;0
download bisa memutar beberapa lagu kalo mode tidur langsung ngehang ga bisa buat dibuka uninstall;0
bagus si cuma kesini2nya kok mau muter playlist buat bisa diputar previewnya;1
bagus jadi ada memory diingat masa lalu;1
klo bagus tambah bintangnyaeh bagus banget jd tak kasih bintang 5pertahankan aplikasi bagus;1
bagus hehehe puas banget kalau update premium udah deh cocok banget;1
kurang asik ah masak lompat lagu ajah batasi 6 kali padahal pake data seluler gak gratis;0
keren ga nyesel donlot mantap pokoknya;1
spotify cuma kurang fitur lirik waktu mendengarkan bisa lebih menikmatinya;1
maafak kasih bintang 3 soalnya aku mau dengerin lagu yg disukai malah lagu ekstra coba aja lagu ekstranya hapus please jadiin yg dulu please;1
apaansi spotify aku udh isi pulsa masa tetep g bisa beli premier alasannya saldo kartu prabayar tidak mencukupi betulin dong spotify kesel bet aing;0
lagu cari ada spotify lagu lainnya yg sejenis;1
mohon diperbaiki lagu pilih gak bisa diputar kalau gk round semua list lagu;0
musik cuma bisa putar shuffle knpa tolong perbaikan nya;0
tetap semangat kebersamaan yg aktif aman lancar amiin;1
tolong dong tambahin fitur pembayaran premium transfer jangan pulsa ditambah pajak pengguna premium;0
makasihaq sangat senang pkek apli kasih;1
terimakasih udah kasih diskon 50 buat mahasiswa jadi bisa belajar menghargai karya orang;1
yg suka music mantap ni aplikasi pokoknya gud marsogud top markotop lagu kesukaan hampir komplit sini semua brooo spotify hebatttt lah;1
lagunya kok sebentar aja pilih lebih enak lama kalo milih musik bisa bebas kalo baru dipilih sama komputer;1
puas banget pakai spotify ga perlu repot2 cari lagu yg bagus udah dipilihin satu album;1
sekarang jadi nggak bisa diputar sesuka hati jadi gimana gitu tolong segera perbaiki;0
mantap lagunya lumayan banyak perlu update perpustakaan lagu makin banyak terutama lagu lagu jadul;1
app nya si oksemua lagu nya bisa putar freetpi kok gak ada lirik lagu nya;1
aplikasi bagus tingkatkan biar performanya lebih mantab dr segi suaranya;1
jelek tampilannya;1
keren koleksinya keren kualitas audio streamingnya;1
lagunya lengkap lagu daerah lagu internasionaltriamakasih banyak semoga makin sukses;1
apk nipusaya udah berlanggannan kok gak bisa;0
ga jelasdah instal ga bisa bukaaplikasi apaan lah;0
diupdate kok suaranya jadi garingefek equalizer jadi gak berfungsi;0
shuffle nya bikin ngeselin iklan semakin merajalela aplikasi payah;0
aplikasinya kurang bagussudah pakai data bukanya malah suruh buat premiumhapus ajalah;0
lagu nya sering mati kendala ny apa klp dri hp ga mngkin udh iklan weh isinya gajelas;0
kebebasan memutar lagu disuka tidak ada tolong kembalikan interface fitur play sebelumnya tidak menggunakan pemutaran shuffle;0
aplikasi musik favorit 2 tahun berlangganan;1
bagus banget gak perlu susah2 download lagu aplikasi;1
tolong emang tidak bisa dibagi insta story;0
oke sih iklan nya bayakkuragin iklan nya;0
aplikasi asu gak jelas lagu mau d putar mana yg nyala mana;0
napa sih ada shuffle tolong hapus shuffle baru kasi bintang 5 shuffle tai lah;0
sangat kecewa lagu cari nggak ada maaf mencarinya lagu sholawat2;0
sangat senang lagu lagu lama yg ada bisa mengenang masa lalu;1
loading nya lama bet pas muter lagu padahal kondisi hp baik baik aja tolong tingkat kan terima kasih;1
maaf y kasih 4 bintang alnya nggak bisa download masuk galeri musik;0
bagus sih tiba tiba akunku keluar sendiri gak bisa log in terpakasa kudu unistal download semua awal tt nyebelin banget udah beli premium nyebelin;0
akun facebook pagi tidak bisa connect aplikasi spotify mobile smartphone yahmohon bantuannya;0
bagus aplikasi nya kurangin iklan nya;1
lumayan bagus kurang lengkap koleksi lagu indonya indi nya kurang perbaiki brow;0
tiba tidak bisa buka;0
akhirakhir malah g kena buat dengerin lagu si;0
sampe bagus sangat membantu diharapkan kedepan smakin mantap;1
lagu lagu lawas gwe gx ada kurang lengkap spotify;0
akun aku ga ada liriknya;0
coba bisa ulang ulang lagunya mungkin lebih nyaman hihi;1
enak kalo bisa pake paket premium bisa dengerin kapan aja kualitas dr musiknya okee;1
banyak pilihan membuat tidak bosanbosan menggunakan app;0
senang sekalitpi kok lama lama gak bisa diputer lagunya;0
clear suaranya lagu musik beragam;1
awalnya bagus sih ada mode suffle jadi ga enak lagu putar nunggu lagu dulu jadi ga enak banget;0
kecewa kirain bakal enak lagunya setengah tengah berbayar baru bisa;1
enak kalau ada spiritual musik ndak perlu flashdisk;1
huhpercuma kalo ga bisa of line mh ngabisin kuota;0
beruntung banget deh download aplikasi;1
sebenernya suka banget karna lagu lengkap lagunya bts lengkap banget spotify aku nggk bisa share story instagram mohon diperbaiki;1
pliss lebih update list lagu� terbaru lokal punya indiemajor label;1
walaupun hp matiin music tetap jalan seru pakai pas diperjalanan perlu update biar music makin dilengkapi;1
bagus banget bisa cari apa aplikasi;1
ayo tambah koleksi lagunya terutama ost serial tokusatsu lawas hehe udah bagus sih paket pelajarnya membantu bangeg meski kadang terjadi force close;1
bagus sihtp lama lama iklannya sering muncul sdh nonton iklan yg katanya 30 mnt kedepan tanpa iklaneee baru 1 lagu sdh iklan lg;0
sih shuffle ga bisa pilih satu2 yg pingin dengerin doank payah nih ahh;0
ko ngga ada liriknya makin lama makin ga jelaa apl nya asuuu;0
mati belanda iklan yg tidak jelas sengajakan buat2 tidak nyaman terganggu mengikuti premium berbayar;0
spotify sering macet awalnya aja bagus;1
abis pindah spotify lite sini jadi ngerasa aneh sihiklannya numpuk disini udah oke sih jadi gapernah fc pas play musik lama lama;0
cara memilih lagu favorit bagaimana lagu kwalitas ok;1
spotify bisa dengar kajian menit;1
aplikasi spotify sangat bagusaku jadi bisa dengerin lagu dimanapun;1
bisa memutar lagu2 kesukaan dg mudah;1
tolong perbaiki fitur shuffle membuat aplikasi menjadi terbatas otomatis mengharuskan beralih premium;0
terlalu banyak iklan auto uninstall aplikasi;0
huhpercuma kalo ga bisa of line mh ngabisin kuota;0
katanya bisa download buktinya mna palsu hoax;0
gabisa dibuka;0
payah sekarang acak sendiri percuma bikin playlist;0
apllikasinya sangat memuaskan;1
bagus banget apk nya bisa dengerin musik apa aja ketemu berkualitas pastinya ga nyesel pake apk;1
dgn aplikasi musik mudah hampir tanpa batas sikap bijak dlm memilih yg terbaik;1
lagunya udah klik ga bisa diputar cuma reff nya ga bisa muter;0
maaf mau menanyakan spotify 2 bulan tidak bisa share lagu stori instagram;0
asyik mengurangi beban telpon ga usah simpen simpen lagu memory jadi lowong;0
kok berubah menu lagu ny taunya jd mode shufle gitu jd kesusahan mau dengarin lagu yg play;0
aplikasinya bagus aku suka kalo bisa tiap lagu aku dengerin bisa ku share jadiin story wa kayak instagram story gitu hehe;1
lagu yg diminta kadang tidak bisa diputar;0
beberapa musik podcast kadangkadang mati sendiri cuma bisa diputer 9 detik;0
lagunya update suaranya jernih podcastnya seru recommended;1
awesome tingkat kan terus kenyamanan memutar lagu favorit;1
lagunya enak2 bangett ga pke ribet pake download lagu skrg tggl klik beres;1
sangat menyenangkan gak bisa muter lagu sesuai mau shuffle;1
app nya sih bagus cuma knp lama lama berubah mode shuffle gk bisa dinonaktifkan shufflenya;0
aplikasi keren banget aku suka lagu insyaallah mohon beri bintang rendah dinaikkan bintang nya bikin aplikasi udah susah update;1
bagus banget buat suka dengerin lagu dimobilpokoknya mantap dehhh;1
sangat menyukai aplikasi spotify lagunya sangat bagus mau download download sekarang;1
aplikasi waduk lahkmau muter lagu acak;0
asik bisa dengerin lagu mana aja;1
terima kasih walauoun acak lumayan gratis dengernya semoga tambah baik;1
ok sangat baik tolong lagunya jangan campur kalau sholawat khusus sholawat jangan seling sama lagu dangdut terimakasih;0
aplikasi nya lambat pdhal jaringan bagus buat muter vidio youtub aja lancar masak buat muter musik spotify pake ngelag lama pas mau masuk aplikasi lemot;0
repot memilih lagu putar shuffel akhirnya lagu pilih gak keputer;0
emm app terfavorit aku kasih 4 karna banyak iklan;1
skrng jdi diputar shuffle versi sblmnya pdhl ga bgni dah jdi kecewa sayamaaf uninstall;0
bagus aplikasi nya tp ko bisa tiba tiba berhenti sih lagu nya;1
musik nya lengkap sesuai selera ku aku suka banget ngetren gitu loh jadi aku suka;1
bangkeee ribet bgt mau nyari lagu yg aja auto delete aplikasi;0
apaan sh ga bisa buka;0
ok banyak iklan anjir ga kaya nya hilangkan iklan nya ngabisin kuota gua aja anjir;0
daftar tp kok ga bisa masuk tolong klo bisa perbaiki;0
lagu nya gak bisa pilih suka selalu acak;0
bagus tpi syg tdk bisa offline dgr kan lagu yg dgr;1
aplikasi yg bagus gua rekomendasikan tuk aplikasi;1
ok pilihan lagu cukup banyak;1
sangat bingungl bagaimana cara menggunakan aplikasi iniknapa bisa mendengarkan lagu singkat;0
sangat menyukai kapan manapun sy dapt menyetelnya tampa ada gangguan;0
mantap ditingkatkan kualitasnya jiga coleksi lagu;1
bagustapi tolong perbaiki kekurangannya soalnya lagunya suka berhenti sendiri;0
jelek masak lagu lama aja yg ada lagu yg cari gak ada habisi kouta aja downdl nya lagu2 nya ga bgus;0
menyenangkan jadi teman perjalanan ataupun bekerja ga bakal kehabisan musik podcast diputar;1
mantap jiwaapalagi kalo gratis super mantap;1
musiknya lengkap bgt update jugapokoknya bagus bgt;1
spotifi lagu kenangan terindah terwujud terima kasih spotifi;1
gmn cara downloadny kok ga bisa;0
bagus tambahkan lagu lagu pop daerah indonesia;1
cara mendownload lagu gratis gimana bos kuini ngak ada panduan cara mendownloadkalau apk sangat bagus;1
aplikasinya bagus walaupun pake data seluler tp ngga kepake banyak paling berapa mb aja ga ribet semua lagu ada i like it;0
perbarui mala banyak iklan musik nggak bisa acak kampreeetkalau tau jadi nya gini mending gk perbarui nyesel;0
ok aku suka n banyak kenangan dlm lg spotifi ok;1
males kalo nyari lagu apa eh diputer apa;0
lagu tidak bisa diatur next back sesuka hati ribet cuy;1
spotify danau seni musik menyimpan dunia musikal terus menerus bertambah daya pikatnya;1
gue seneng pake spotify lebih senang nya lg klo ada free premium spotify;1
kemarin download spotify lirik lagunya tersediakrna penyimpan habis spotify uninstall kemudian install lirik lagunyw ngk ada;0
aplikasi sangat bagus pilih artis artis suka banget;1
bagus keren udah aja yaa;1
mau daftar premium gak bisa selalu dibilang saldo pulsa tidak cukup padahal pulsa jauh lebih dr cukup tolong dong admin gimana kasih bintang satu bisa daftar premium;0
padahal sinyal bagus lagu tiba2 berhenti sendiri terus cape ih tolong perbaiki plisss buat apa ada kolom komentar kalau aspirasi cuma jadi pajangan aja buat kalian;0
aplikasi cacat serba premium;0
lagunya random;0
respon yg lambat;0
menabah hiburan lengkap lagu nya terima kasih sangat terhibur;1
alikasi yg sangat jelek susah cari klik apa yg putar ngacak ngacak menjengkelkan;0
bagus disesuaikan dgn musik yg suka langsung ada playlistnya;1
semoga versi terbarunya ada lirik;1
baguskualitas suara jg bagus;1
udah bagus tolong buat mode offline biar aku bisa mendengar aja sekian terima kasih;1
buat playlits lagu nya banyak putar shuflpaykurang enak;1
kok yg setel mana yg putar mana tolong perbaiki kalau udh perbaiki kasih bintang lima;1
bagus cuma kalau cari lagu diputar cuma cuplikan gak sekalian satu lagu full terimakasih;0
makasih udah memubat aplikasi bagus semoga lagu baru bisa langsung masuk aplikasi;1
bagus aplikasinya smua ad;1
tolong sdh beli paket sebulan oke pulsa 3 kali tp msh belum bisa paket premium terkuras 3 kali pulsa biasanya gk papa kok gk bisa;0
baik menemukan lagu� lama kalo saran masukannya buat spotify ditambahkan lirik lagu biar tambah favorit;1
ksih bintang lima mau apk ny jelek apa bagus yg penting dri apkny berusaha memberikan yg terbaik;1
oke cuma msh binggung kok ngk bs dengerin klo ngk pakai quota overall its okey;1
bagusih kurang satu subtitle lirikkalau ada lebih baik;1
bagus lengkap sekali lagu nya perangkat galaxy tab s2 canvas gak bisa pake tolong bisa diperbaiki cepat;1
bagus 1 iklan play music;1
